"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"19","US20, Santiam Pass Summit, Unconfirmed, An unconfirmed report of hazardous tree or vegetation has been received, ... http://t.co/hew06YW8u7",FALSE,0,NA,2014-10-23,FALSE,NA,"525204448277053441",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"20","US20, 1 Mi W of @ Sodaville-Waterloo Drive, Unconfirmed, An unconfirmed report of a disabled veh is creating a ha... http://t.co/JmvRDzFbEA",FALSE,0,NA,2014-10-21,FALSE,NA,"524500467112366081",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"21","US20, @ Albany - Lyons Hwy OR226, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/ZsdJHhJ7oB",FALSE,0,NA,2014-10-21,FALSE,NA,"524359960495263744",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"22","US20, 2 Mi W of Santiam Pass Summit, Unconfirmed, An unconfirmed report of hazardous debris has been received, us... http://t.co/1q2jk4DbvG",FALSE,0,NA,2014-10-20,FALSE,NA,"524291015398531073",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"23","US20, 3 Mi W of Santiam Pass Summit, Closed, A crash has occurred @ this location that has the restricted. Please... http://t.co/X9fNooi7pY",FALSE,0,NA,2014-10-18,FALSE,NA,"523564720884678656",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"24","US20, 3 Mi W of Santiam Pass Summit, Delay 20min-2hrs, A crash has occurred @ this location that has the restrict... http://t.co/X9fNooi7pY",FALSE,0,NA,2014-10-18,FALSE,NA,"523545597639278592",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"25","US20, 3 Mi W of Santiam Pass Summit, Closed, A crash has occurred @ this location that has the hwy closed. Please... http://t.co/X9fNooi7pY",FALSE,0,NA,2014-10-18,FALSE,NA,"523522943226105856",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"26","US20, 3 Mi W of Santiam Pass Summit, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/X9fNooi7pY",FALSE,0,NA,2014-10-18,FALSE,NA,"523519932487569408",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"27","US20, 2 Mi E of Shea View Point, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/3gruMxZszP",FALSE,0,NA,2014-10-16,FALSE,NA,"522871155267362817",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"28","US20, 1 Mi E of @ Engle Road, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/au5komrYaP",FALSE,0,NA,2014-10-15,FALSE,NA,"522218140097200128",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
